video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified
7341860422292753696,2024-03-02T21:08:15,138,ES,4313,89,128,21100,live laugh love laufey (ft. my sister behind) #sing #cover #laufey #fromthestart @laufey ,False,,howlcitto,seannie,,,,,,False
